"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
#period_date,#country,#origin,#inneed_num,#reached_num,,
"2012","GFR","SYR",18165,0,18165,0
"2012","GFR","TAN",33,0,33,0
"2012","GFR","THA",210,0,210,0
"2012","GFR","TJK",146,0,146,0
"2012","GFR","TKM",195,0,195,0
"2012","GFR","TOG",3905,0,3905,0
"2012","GFR","TON",0,0,0,0
"2012","GFR","TRT",3,0,3,0
"2012","GFR","TUN",747,0,747,0
"2012","GFR","TUR",90773,0,90773,0
"2012","GFR","UAE",510,0,510,0
"2012","GFR","UGA",272,0,272,0
"2012","GFR","UKR",20059,0,20059,0
"2012","GFR","URU",9,0,9,0
"2012","GFR","USA",350,0,350,0
"2012","GFR","UZB",2200,0,2200,0
"2012","GFR","VAR",13338,0,13338,0
"2012","GFR","VCT",1,0,1,0
"2012","GFR","VEN",30,0,30,0
"2012","GFR","YEM",481,0,481,0
"2012","GFR","ZAM",16,0,16,0
"2012","GFR","ZIM",59,0,59,0
"2012","GHA","BDI",1,1,1,1
"2012","GHA","BKF",1,1,1,1
"2012","GHA","CHD",5,5,5,5
"2012","GHA","CMR",5,5,5,5
"2012","GHA","COB",11,11,11,11
"2012","GHA","COD",27,27,27,27
"2012","GHA","ERT",1,1,1,1
"2012","GHA","ETH",3,3,3,3
"2012","GHA","ICO",8699,8699,8699,NA
"2012","GHA","LBR",5156,5156,5156,NA
"2012","GHA","NIG",2,2,2,2
"2012","GHA","RWA",26,26,26,26
"2012","GHA","SLE",153,153,153,153
"2012","GHA","SOM",21,21,21,21
"2012","GHA","SUD",202,202,202,202
"2012","GHA","TOG",1702,1702,1702,NA
"2012","GHA","UGA",1,1,1,1
"2012","GNB","BDI",9,9,9,9
"2012","GNB","COB",2,2,2,2
"2012","GNB","COD",6,6,6,6
"2012","GNB","GAM",5,5,5,5
"2012","GNB","GUI",11,11,11,11
"2012","GNB","ICO",21,21,21,21
"2012","GNB","LBR",6,6,6,6
"2012","GNB","SEN",7700,7700,7700,NA
"2012","GNB","SLE",22,22,22,22
"2012","GNB","TOG",2,2,2,2
"2012","GRE","AFG",343,0,343,0
"2012","GRE","ALB",13,0,13,0
"2012","GRE","ALG",1,0,1,0
"2012","GRE","ARE",4,0,4,0
"2012","GRE","ARM",4,0,4,0
"2012","GRE","AZE",9,0,9,0
"2012","GRE","BDI",5,0,5,0
"2012","GRE","BGD",14,0,14,0
"2012","GRE","BKF",3,0,3,0
"2012","GRE","can",1,0,1,0
"2012","GRE","CAR",10,0,10,0
"2012","GRE","CHI",6,0,6,0
"2012","GRE","CHL",1,0,1,0
"2012","GRE","CMR",11,0,11,0
"2012","GRE","COB",6,0,6,0
"2012","GRE","COD",27,0,27,0
"2012","GRE","ERT",7,0,7,0
"2012","GRE","ETH",13,0,13,0
"2012","GRE","GAZ",6,0,6,0
"2012","GRE","GEO",31,0,31,0
"2012","GRE","GHA",7,0,7,0
"2012","GRE","GNB",1,0,1,0
"2012","GRE","GUI",11,0,11,0
"2012","GRE","ICO",13,0,13,0
"2012","GRE","IND",1,0,1,0
"2012","GRE","INS",1,0,1,0
"2012","GRE","IRN",254,0,254,0
"2012","GRE","IRQ",838,0,838,0
"2012","GRE","ISR",2,0,2,0
"2012","GRE","JOR",2,0,2,0
"2012","GRE","KGZ",1,0,1,0
"2012","GRE","LBY",9,0,9,0
"2012","GRE","LEB",5,0,5,0
"2012","GRE","LKA",7,0,7,0
"2012","GRE","mad",1,0,1,0
"2012","GRE","MAU",2,0,2,0
"2012","GRE","MLI",1,0,1,0
"2012","GRE","MOR",3,0,3,0
"2012","GRE","MYA",6,0,6,0
"2012","GRE","NIG",49,0,49,0
"2012","GRE","PAK",19,0,19,0
"2012","GRE","PHI",1,0,1,0
"2012","GRE","RUS",14,0,14,0
"2012","GRE","RWA",5,0,5,0
"2012","GRE","SEN",1,0,1,0
"2012","GRE","SLE",4,0,4,0
"2012","GRE","SOM",38,0,38,0
"2012","GRE","SRB",4,0,4,0
"2012","GRE","SRV",4,0,4,0
"2012","GRE","SUD",44,0,44,0
"2012","GRE","SWA",1,0,1,0
"2012","GRE","SYR",20,0,20,0
"2012","GRE","TUN",1,0,1,0
"2012","GRE","TUR",71,0,71,0
"2012","GRE","UGA",6,0,6,0
"2012","GRE","UKR",3,0,3,0
"2012","GRE","UZB",17,0,17,0
"2012","GRE","VAR",116,0,116,0
"2012","GRE","ZIM",2,0,2,0
"2012","GRN","IRN",0,0,0,0
"2012","GUA","BOL",1,0,1,0
"2012","GUA","CAM",1,0,1,0
"2012","GUA","CHI",1,0,1,0
"2012","GUA","COL",7,3,7,3
"2012","GUA","CUB",3,2,3,2
"2012","GUA","HON",5,0,5,0
"2012","GUA","JAM",1,0,1,0
"2012","GUA","NIC",104,0,104,0
"2012","GUA","SAL",36,1,36,1
"2012","GUI","ANG",1,1,1,1
"2012","GUI","BDI",7,7,7,7
"2012","GUI","CAR",3,3,3,3
"2012","GUI","CHD",1,1,1,1
"2012","GUI","COB",12,12,12,12
"2012","GUI","COD",40,40,40,40
"2012","GUI","GAM",1,1,1,1
"2012","GUI","GAZ",2,2,2,2
"2012","GUI","ICO",6552,6552,6552,NA
"2012","GUI","LBR",3520,3520,3520,NA
"2012","GUI","MLI",26,26,26,26
"2012","GUI","NIG",4,4,4,4
"2012","GUI","RWA",17,17,17,17
"2012","GUI","SLE",171,171,171,171
"2012","GUI","SOM",2,2,2,2
"2012","GUI","TOG",9,9,9,9
"2012","GUI","UGA",3,3,3,3
"2012","GUY","COD",7,7,7,7
"2012","HKG","AFG",7,7,7,7
"2012","HKG","ARE",2,2,2,2
"2012","HKG","BDI",1,1,1,1
"2012","HKG","COB",1,1,1,1
"2012","HKG","COD",1,1,1,1
"2012","HKG","ERT",1,1,1,1
"2012","HKG","ETH",0,0,0,0
"2012","HKG","GAZ",8,8,8,8
"2012","HKG","GBR",1,1,1,1
"2012","HKG","ICO",3,3,3,3
"2012","HKG","IRN",2,2,2,2
"2012","HKG","LBR",3,3,3,3
"2012","HKG","LKA",29,29,29,29
"2012","HKG","MYA",2,2,2,2
"2012","HKG","NEP",3,3,3,3
"2012","HKG","PAK",18,18,18,18
"2012","HKG","PHI",1,1,1,1
"2012","HKG","RUS",2,2,2,2
"2012","HKG","RWA",0,0,0,0
"2012","HKG","SOM",21,21,21,21
"2012","HKG","SRV",7,7,7,7
"2012","HKG","TKM",1,1,1,1
"2012","HKG","UGA",2,2,2,2
"2012","HKG","YEM",1,1,1,1
"2012","HON","COL",4,0,4,0
"2012","HON","CUB",2,0,2,0
"2012","HON","HAI",6,0,6,0
"2012","HON","IRN",3,0,3,0
"2012","HON","NAM",0,0,0,0
"2012","HON","VEN",1,0,1,0
"2012","HRV","AFG",19,19,19,19
"2012","HRV","ARM",1,1,1,1
"2012","HRV","BSN",405,405,439,439
"2012","HRV","COB",3,3,3,3
"2012","HRV","ERT",1,1,1,1
"2012","HRV","GEO",4,4,4,4
"2012","HRV","IRQ",3,3,3,3
"2012","HRV","MDA",2,2,2,2
"2012","HRV","NIG",1,1,1,1
"2012","HRV","RUS",10,10,10,10
"2012","HRV","SRB",211,211,211,211
"2012","HRV","SUD",2,2,2,2
"2012","HRV","SYR",12,12,12,12
"2012","HRV","TUR",6,6,6,6
"2012","HRV","UKR",5,5,5,5
"2012","HRV","UZB",3,3,3,3
"2012","HRV","VAR",1,1,1,1
"2012","HRV","ZIM",1,1,1,1
"2012","HUN","AFG",1131,0,1131,0
"2012","HUN","ALB",4,0,4,0
"2012","HUN","ALG",26,0,26,0
"2012","HUN","ANG",14,0,14,0
"2012","HUN","ARE",16,0,16,0
"2012","HUN","ARM",88,0,88,0
"2012","HUN","AZE",4,0,4,0
"2012","HUN","BDI",1,0,1,0
"2012","HUN","BLR",2,0,2,0
"2012","HUN","BSN",2,0,2,0
"2012","HUN","CHI",22,0,22,0
"2012","HUN","CMR",31,0,31,0
"2012","HUN","COB",14,0,14,0
"2012","HUN","COD",15,0,15,0
"2012","HUN","COI",2,0,2,0
"2012","HUN","COL",1,0,1,0
"2012","HUN","CUB",61,0,61,0
"2012","HUN","ECU",1,0,1,0
"2012","HUN","ERT",4,0,4,0
"2012","HUN","ETH",33,0,33,0
"2012","HUN","GAZ",117,0,117,0
"2012","HUN","GEO",88,0,88,0
"2012","HUN","GHA",1,0,1,0
"2012","HUN","GNB",1,0,1,0
"2012","HUN","GUI",9,0,9,0
"2012","HUN","ICO",18,0,18,0
"2012","HUN","IND",1,0,1,0
"2012","HUN","IRN",145,0,145,0
"2012","HUN","IRQ",563,0,563,0
"2012","HUN","JOR",1,0,1,0
"2012","HUN","KAZ",1,0,1,0
"2012","HUN","KEN",4,0,4,0
"2012","HUN","KUW",2,0,2,0
"2012","HUN","LBR",16,0,16,0
"2012","HUN","LBY",14,0,14,0
"2012","HUN","LEB",12,0,12,0
"2012","HUN","LKA",21,0,21,0
"2012","HUN","MAU",1,0,1,0
"2012","HUN","MCD",5,0,5,0
"2012","HUN","MDA",4,0,4,0
"2012","HUN","MOR",2,0,2,0
"2012","HUN","MYA",3,0,3,0
"2012","HUN","NEP",15,0,15,0
"2012","HUN","NIG",60,0,60,0
"2012","HUN","PAK",77,0,77,0
"2012","HUN","ROM",14,0,14,0
"2012","HUN","RUS",103,0,103,0
"2012","HUN","SAU",1,0,1,0
"2012","HUN","SEN",5,0,5,0
"2012","HUN","SIN",1,0,1,0
"2012","HUN","SLE",31,0,31,0
"2012","HUN","SOM",431,0,431,0
"2012","HUN","SRB",266,0,266,0
"2012","HUN","SRV",2,0,2,0
"2012","HUN","STA",36,0,36,0
"2012","HUN","SUD",64,0,64,0
"2012","HUN","SWA",1,0,1,0
"2012","HUN","SYR",86,0,86,0
"2012","HUN","TAN",2,0,2,0
"2012","HUN","TOG",8,0,8,0
"2012","HUN","TUN",6,0,6,0
"2012","HUN","TUR",64,0,64,0
"2012","HUN","UGA",7,0,7,0
"2012","HUN","UKR",41,0,41,0
"2012","HUN","USA",1,0,1,0
"2012","HUN","UZB",10,0,10,0
"2012","HUN","VAR",215,0,215,0
"2012","HUN","ZIM",6,0,6,0
"2012","ICE","AFG",6,0,6,0
"2012","ICE","ALB",3,0,3,0
"2012","ICE","ARM",4,0,4,0
"2012","ICE","CHI",1,0,1,0
"2012","ICE","ERT",5,0,5,0
"2012","ICE","IND",1,0,1,0
"2012","ICE","IRN",9,0,9,0
"2012","ICE","IRQ",2,0,2,0
"2012","ICE","KEN",4,0,4,0
"2012","ICE","LBY",1,0,1,0
"2012","ICE","LKA",4,0,4,0
"2012","ICE","MAU",1,0,1,0
"2012","ICE","RUS",4,0,4,0
"2012","ICE","SEN",2,0,2,0
"2012","ICE","SOM",5,0,5,0
"2012","ICE","SRB",3,0,3,0
"2012","ICE","SYR",2,0,2,0
"2012","ICE","UKR",1,0,1,0
"2012","ICE","UZB",1,0,1,0
"2012","ICE","VAR",1,0,1,0
"2012","ICO","AFG",13,13,13,13
"2012","ICO","ANG",5,5,5,5
"2012","ICO","BDI",33,33,33,33
"2012","ICO","BEN",1,1,1,1
"2012","ICO","BKF",3,3,3,3
"2012","ICO","CAM",24,24,24,24
"2012","ICO","CAR",15,15,15,15
"2012","ICO","CHD",17,17,17,17
"2012","ICO","CMR",1,1,1,1
"2012","ICO","COB",148,148,148,148
"2012","ICO","COD",152,152,152,152
"2012","ICO","ERT",1,1,1,1
"2012","ICO","ETH",2,2,2,2
"2012","ICO","GHA",1,1,1,1
"2012","ICO","GUI",2,2,2,2
"2012","ICO","IRN",6,6,6,6
"2012","ICO","LBR",3424,3424,3424,NA
"2012","ICO","LEB",1,1,1,1
"2012","ICO","LKA",1,1,1,1
"2012","ICO","MAU",1,1,1,1
"2012","ICO","NGR",4,4,4,4
"2012","ICO","NIG",18,18,18,18
"2012","ICO","PAK",1,1,1,1
"2012","ICO","RWA",67,67,67,67
"2012","ICO","SLE",0,0,0,0
"2012","ICO","SRV",8,8,8,8
"2012","ICO","SUD",3,3,3,3
"2012","ICO","TOG",27,27,27,27
"2012","ICO","UGA",1,1,1,1
"2012","IND","AFG",9633,9633,9633,NA
"2012","IND","ANG",1,1,1,1
"2012","IND","ARE",1,1,1,1
"2012","IND","BSN",1,1,1,1
"2012","IND","CHI",100003,3,100003,3
"2012","IND","CMR",1,1,1,1
"2012","IND","COD",29,29,29,29
"2012","IND","ERT",52,52,52,52
"2012","IND","ETH",8,8,8,8
"2012","IND","GAZ",60,60,60,60
"2012","IND","ICO",7,7,7,7
"2012","IND","IRN",123,123,123,123
"2012","IND","IRQ",113,113,113,113
"2012","IND","LAO",1,1,1,1
"2012","IND","LKA",67165,0,67165,0
"2012","IND","MYA",7671,7671,7671,NA
"2012","IND","PAK",1,1,1,1
"2012","IND","RWA",5,5,5,5
"2012","IND","SOM",739,739,739,739
"2012","IND","SUD",30,30,30,30
"2012","IND","SYR",6,6,6,6
"2012","IND","TOG",1,1,1,1
"2012","IND","UGA",1,1,1,1
"2012","IND","UZB",2,2,2,2
"2012","IND","YEM",2,2,2,2
"2012","INS","AFG",890,890,890,890
"2012","INS","ARE",2,2,2,2
"2012","INS","CHI",18,18,18,18
"2012","INS","COB",1,1,1,1
"2012","INS","COD",2,2,2,2
"2012","INS","ETH",6,6,6,6
"2012","INS","GAZ",8,8,8,8
"2012","INS","ICO",1,1,1,1
"2012","INS","IRN",119,119,119,119
"2012","INS","IRQ",126,126,126,126
"2012","INS","KUW",8,8,8,8
"2012","INS","LKA",219,219,219,219
"2012","INS","MYA",222,222,222,222
"2012","INS","PAK",20,20,20,20
"2012","INS","PHI",5,5,5,5
"2012","INS","SOM",160,160,160,160
"2012","INS","SUD",2,2,2,2
"2012","INS","SYR",5,5,5,5
"2012","INS","THA",3,3,3,3
"2012","INS","UKR",1,1,1,1
"2012","INS","YEM",1,1,1,1
"2012","IRE","AFG",181,0,181,0
"2012","IRE","ALB",139,0,139,0
"2012","IRE","ALG",54,0,54,0
"2012","IRE","ANG",139,0,139,0
"2012","IRE","ARE",21,0,21,0
"2012","IRE","ARG",0,0,0,0
"2012","IRE","ARM",30,0,30,0
"2012","IRE","AZE",19,0,19,0
"2012","IRE","BDI",33,0,33,0
"2012","IRE","BEL",16,0,16,0
"2012","IRE","BEN",2,0,2,0
"2012","IRE","BGD",20,0,20,0
"2012","IRE","BHU",9,0,9,0
"2012","IRE","BKF",1,0,1,0
"2012","IRE","BLR",33,0,33,0
"2012","IRE","BRA",4,0,4,0
"2012","IRE","BSN",8,0,8,0
"2012","IRE","BUL",5,0,5,0
"2012","IRE","CAM",2,0,2,0
"2012","IRE","CAR",2,0,2,0
"2012","IRE","CHD",12,0,12,0
"2012","IRE","CHI",93,0,93,0
"2012","IRE","CMR",123,0,123,0
"2012","IRE","COB",18,0,18,0
"2012","IRE","COD",227,0,227,0
"2012","IRE","COL",1,0,1,0
"2012","IRE","CUB",7,0,7,0
"2012","IRE","CZE",45,0,45,0
"2012","IRE","ERT",119,0,119,0
"2012","IRE","EST",12,0,12,0
"2012","IRE","ETH",58,0,58,0
"2012","IRE","GAM",5,0,5,0
"2012","IRE","GAZ",119,0,119,0
"2012","IRE","GBR",8,0,8,0
"2012","IRE","GEO",150,0,150,0
"2012","IRE","GHA",46,0,46,0
"2012","IRE","GNB",1,0,1,0
"2012","IRE","GUA",2,0,2,0
"2012","IRE","GUI",58,0,58,0
"2012","IRE","HRV",221,0,221,0
"2012","IRE","HUN",4,0,4,0
"2012","IRE","ICO",48,0,48,0
"2012","IRE","IND",5,0,5,0
"2012","IRE","INS",1,0,1,0
"2012","IRE","IRN",206,0,206,0
"2012","IRE","IRQ",534,0,534,0
"2012","IRE","ISR",28,0,28,0
"2012","IRE","JAM",9,0,9,0
"2012","IRE","JOR",3,0,3,0
"2012","IRE","JPN",0,0,0,0
"2012","IRE","KAZ",49,0,49,0
"2012","IRE","KEN",78,0,78,0
"2012","IRE","KGZ",21,0,21,0
"2012","IRE","KRN",1,0,1,0
"2012","IRE","KUW",63,0,63,0
"2012","IRE","LBR",29,0,29,0
"2012","IRE","LBY",12,0,12,0
"2012","IRE","LEB",17,0,17,0
"2012","IRE","LES",2,0,2,0
"2012","IRE","LKA",27,0,27,0
"2012","IRE","LTU",16,0,16,0
"2012","IRE","LVA",11,0,11,0
"2012","IRE","MAU",4,0,4,0
"2012","IRE","MCD",15,0,15,0
"2012","IRE","MDA",158,0,158,0
"2012","IRE","MLS",2,0,2,0
"2012","IRE","MLW",10,0,10,0
"2012","IRE","MNE",0,0,0,0
"2012","IRE","MNG",4,0,4,0
"2012","IRE","MOR",7,0,7,0
"2012","IRE","MOZ",8,0,8,0
"2012","IRE","MTS",5,0,5,0
"2012","IRE","MYA",9,0,9,0
"2012","IRE","NEP",5,0,5,0
"2012","IRE","NGR",5,0,5,0
"2012","IRE","NIC",1,0,1,0
"2012","IRE","NIG",540,0,540,0
"2012","IRE","PAK",205,0,205,0
"2012","IRE","PER",1,0,1,0
"2012","IRE","PHI",3,0,3,0
"2012","IRE","POL",13,0,13,0
"2012","IRE","ROM",151,0,151,0
"2012","IRE","RSA",35,0,35,0
"2012","IRE","RUS",148,0,148,0
"2012","IRE","RWA",54,0,54,0
"2012","IRE","SAU",0,0,0,0
"2012","IRE","SLE",30,0,30,0
