iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
SE-0-SE-6-5403039201-SLE-15150,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Ramanslag LO-TCOS Biståndsnämnd 2013 Sydanslag,"LO-TCO Biståndsnämnd är ett paraplyorgan med syfte att distribuera CSO-medel till den fackliga rörelsen. Medlen kanaliseras vida Svenska fackförbund och deras internationaler (GUF) till fackförbund och -föreningar i ett 60-tal länder i syd. Verksamheten är uppdelad i tre program (Lärarfröbundet, Bygg, Offentliganställdas Frb) samt fem strategiområden som förmedlas via många olika förbund.",2,,,01/01/2013,28/09/2014,LO/TCOs Biståndsnämnd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,15150,Strengthening civil society,100,OECD Development Assistance Committee,1,110,10,H01,4,USD,,26697.78296,25127.27384,0,0,0,0,0
SE-0-SE-6-5403039201-SLE-13040,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Ramanslag LO-TCOS Biståndsnämnd 2013 Sydanslag,"LO-TCO Biståndsnämnd är ett paraplyorgan med syfte att distribuera CSO-medel till den fackliga rörelsen. Medlen kanaliseras vida Svenska fackförbund och deras internationaler (GUF) till fackförbund och -föreningar i ett 60-tal länder i syd. Verksamheten är uppdelad i tre program (Lärarfröbundet, Bygg, Offentliganställdas Frb) samt fem strategiområden som förmedlas via många olika förbund.",2,,,01/01/2013,28/09/2014,LO/TCOs Biståndsnämnd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,1,110,10,H01,4,USD,,324.26457,305.190997,0,0,0,0,0
SE-0-SE-6-5403039202-SLE-15150,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Ramanslag LO-TCOS Biståndsnämnd 2013 Sydanslag,"LO-TCO Biståndsnämnd är ett paraplyorgan med syfte att distribuera CSO-medel till den fackliga rörelsen. Medlen kanaliseras vida Svenska fackförbund och deras internationaler (GUF) till fackförbund och -föreningar i ett 60-tal länder i syd. Verksamheten är uppdelad i tre program (Lärarfröbundet, Bygg, Offentliganställdas Frb) samt fem strategiområden som förmedlas via många olika förbund.",2,,,01/01/2013,28/09/2014,LO/TCOs Biståndsnämnd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,15150,Strengthening civil society,100,OECD Development Assistance Committee,1,110,10,H01,4,USD,,0,0,0,0,0,0,0
SE-0-SE-6-5403014902-SLE-13040,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,-1.911502,0,0,0,0,0
SE-0-SE-6-5403014902-SLE-43081,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,43081,Multisector education/training,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,-5.189461,0,0,0,0,0
SE-0-SE-6-5403014901-SLE-12261,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,12261,Health education,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,245.654977,206.625008,0,0,0,0,0
SE-0-SE-6-5403014901-SLE-41010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,41010,Environmental policy and administrative management,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,3537.431677,2975.389977,0,0,0,0,0
SE-0-SE-6-5403014902-SLE-41010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,41010,Environmental policy and administrative management,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,-19.669286,0,0,0,0,0
SE-0-SE-6-5403014901-SLE-43081,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,43081,Multisector education/training,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,933.488914,785.171651,0,0,0,0,0
SE-0-SE-6-5403014902-SLE-12261,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,12261,Health education,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,-1.36492,0,0,0,0,0
SE-0-SE-6-5403014901-SLE-15150,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,15150,Strengthening civil society,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,44070.50298,37068.41184,0,0,0,0,0
SE-0-SE-6-5403014901-SLE-13040,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,343.916968,289.274089,0,0,0,0,0
SE-0-SE-6-5403014902-SLE-15150,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Forum Syd syd 2013,"Stöd till Forum Syd för projektfinansiering av svenska organsiationers samarbetsinsatser med partners i utvecklingsländer syd, 2013, förlängningsår.",2,,,01/02/2013,28/11/2014,Forum Syd,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,15150,Strengthening civil society,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,-245.057728,0,0,0,0,0
SE-0-SE-6-5204034901-SLE-72010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,MSF Reguljärt humanitärt program 2012,"MSFs övergripande mål är att minska mänskligt lidande som upptår pga av brist på tillgång till sjukvård. MSF arbetar för att minska morbiditet och dödlighet i projektområdena, med särskilt fokus på utsatta grupper så som kvinnor och barn.",2,,,01/01/2011,28/12/2014,Läkare utan gränser,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Doctors Without Borders,21029,International NGO,SL,Sierra Leone,100,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,1084074,1039278.583,0,0,0,0,0
SE-0-SE-6-5204038101-SLE-74010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,Svenska Röda Korset/Rödakors Federationen 2012,"Stöd till SRK:s långsiktiga humanitära arbete med lokal kapacitetsutveckling ""Att bygga motståndskraftiga samhällen"" för att under 2012 fortsätta arbetet med att stärka den humanitära kapaciteten bland ett flertal nationella Röda Kors- och Röda Halvmåneföreningar i främst 15 länder.",4,,,01/01/2012,28/12/2014,Svenska Röda Korset,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,74010,Disaster prevention and preparedness,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,20077.1174,20077.1174,0,0,0,0,0
SE-0-SE-6-5204038001-SLE-72010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,"Svenska Röda Korset, Rapid Respons Mechanism 2012",RRM mekanismen har visat sig vara en snabb och effektiv resurs för att SRK ska kunna ge en tidig respons på plötsliga katastrofer. SRK kanaliserar under 2012 akut humanitärt stöd via Internationella Röda Korsfederationen (IFRC) till plötsligt uppkomna humanitära katastrofer.,2,,,01/01/2012,28/12/2014,Svenska Röda Korset,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,C01,5,USD,,223684.7937,223684.7937,0,0,0,0,0
SE-0-SE-6-5204035101-SLE-72010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,MSF Reguljärt 2013,"MSFs övergripande mål är att minska mänskligt lidande som upptår pga av brist på tillgång till sjukvård. MSF arbetar för att minska morbiditet och dödlighet i projektområdena, med särskilt fokus på utsatta grupper så som kvinnor och barn.",2,,,01/01/2011,28/12/2014,Läkare utan gränser,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Doctors Without Borders,21029,International NGO,SL,Sierra Leone,100,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,765579.7325,762758.7054,0,0,0,0,0
SE-0-SE-6-5204033101-SLE-72010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,MSF reguljärt 2011,Humanitära hälsoinsatser.,4,,,01/01/2011,28/12/2014,Läkare utan gränser,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,SL,Sierra Leone,100,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,708870.1227,708870.1227,0,0,0,0,0
SE-0-SE-6-5204043801-SLE-72010,2,29/06/2014 00:00,en,Sweden,SE-0,Government,MSB ramavtal 2013,"MSB genomför en mängd insater i samband med humanitära katastrofer, DRR och tidig återuppbyggnad. Insatserna inkluderar expertstöd inom humanitär minhantering, transport och logistik, WASH, information och koordinering, boende och kontorsstöd, samt stärkande av katastrofberedskap.",2,,,01/02/2013,28/07/2015,"MSB,Mynd.samhällsskydd o bered",,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor Government,11000,Government,SL,Sierra Leone,100,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,C01,5,USD,,132653.6879,132653.6879,0,0,0,0,0
DK-1-116153-24967,2,02/08/2014 00:00,en,"Ministry of Foreign Affairs, Denmark",DK-1,Government,Kapacitetsopbygning af forebyggende sundhed og hiv/aids i Bo stift i Sierra Leone.,,,,,01/07/2011,01/04/2016,,,,,,,"Ministry of Foreign Affairs, Denmark",DK-1,Government,Mission Afrika,,Government,SL,Sierra Leone,100,289,"South of Sahara, regional",100,15150,Strengthening civil society,100,OECD Development Assistance Committee,1,110,10,C01,,DKK,DKK,6092900,3999999,0,0,0,0,0
GB-1-113531-102,2,15/05/2014 00:00,en,Department for International Development,GB-1,Government,Sierra Leone Infrastructure Development Trust Fund,,2,26/10/2010,30/09/2014,26/10/2010,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,World Bank Group (WB),44000,,SL,Sierra Leone,,,,,23010,Energy policy and administrative management,,OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,4000000,2500000,0,0,0,0,0
GB-1-113531-101,2,15/05/2014 00:00,en,Department for International Development,GB-1,Government,Sierra Leone Infrastructure Development Trust Fund,,2,25/10/2010,30/09/2014,25/10/2010,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,African Development Bank,46002,,SL,Sierra Leone,,,,,23010,Energy policy and administrative management,,OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,15223000,4948224,5223000,0,0,0,0
GB-1-202183-101,2,16/09/2014 00:00,en,Department for International Development,GB-1,Government,ENCISS: Civil Society Strengthening Phase III.This Project contributes to domestic accountability,,2,01/10/2010,30/09/2014,01/10/2010,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,SL,Sierra Leone,,,,,;;;;15150,;;;;Strengthening civil society,10;10;10;20;50,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,6276555,0,5737952,0,0,0,0
GB-1-201018-106,2,26/07/2014 00:00,en,Department for International Development,GB-1,Government,Financial Support to Anti Corruption Commission in Sierra Leone,,2,01/07/2011,13/12/2014,01/07/2011,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Recipient Government,12000,,SL,Sierra Leone,,,,,15130;,Legal and judicial development;,20;80,OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,400000,400000,0,0,0,0,0
GB-1-201018-105,2,04/09/2014 00:00,en,Department for International Development,GB-1,Government,Financial Support to Office of National Security,,2,01/01/2010,13/12/2014,01/01/2010,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Recipient Government,12000,,SL,Sierra Leone,,,,,15210,Security system management and reform,,OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,1330000,1252662,0,0,0,0,0
GB-1-202722-104,2,07/07/2014 00:00,en,Department for International Development,GB-1,Government,Support to the Ebola Outbreak in Sierra Leone,,2,02/06/2014,31/12/2014,02/06/2014,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,World Health Organisation - core voluntary contributions account,41143,,SL,Sierra Leone,,,,,12250,Infectious disease control,,OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,200000,200000,0,0,0,0,0
GB-1-201018-102,2,12/09/2014 00:00,en,Department for International Development,GB-1,Government,Access to Security and Justice - Implementation,,2,01/01/2010,31/12/2014,01/01/2010,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,SL,Sierra Leone,,,,,15110;15220,"Economic and development policy/planning;Civilian peace-building, conflict prevention and resolution",20;80,OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,16939046,9723994,0,0,0,0,0
GB-1-203719-101,2,30/08/2014 00:00,en,Department for International Development,GB-1,Government,Support to Private sector development in Sierra Leone,,2,01/01/2013,31/12/2014,01/01/2013,,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,SL,Sierra Leone,,,,,32130,Small and medium-sized enterprises (SME) development,,OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,4444400,0,1316018,0,0,0,0
